ID,LABEL,inSubset,Category,comment,Parent,Parent (name),Equivalent Class,has drug brand name,has drug dose form,alternative label,definition,definition source,term editor,editor note,term tracker item,comment,hasDbXref,NCBI GeneID,Gene names,trade name,immunizes recipient,violin_host,lab animal,violin_animal,status of vaccine development,immunizes against disease,immunizes against pathogen,violin_pathogen,is_manufactured_by,is_manufactured_by (name),has flu season,vaccine type,violin_vaccine_type,has part,has component,has gene mutation,has vaccine allergen,has function,expresses,vaccinated in route,has drug package,associated axioms,has drug supplier,has quantity,has_component,has drug strength
VO:0017874,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.005 MG,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017875,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.01 MG/ML,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine,0.01 MG/ML
VO:0017876,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.05 MG,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017877,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,0.02 MG/ML
VO:0017878,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG,vaccine,add,RxNorm Extension,VO:0015069,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017879,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG/ML,vaccine,add,RxNorm Extension,VO:0015069,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,0.004 MG/ML
VO:0017880,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.005 MG,vaccine,add,RxNorm Extension,VO:0015069,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017881,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.01 MG/ML,vaccine,add,RxNorm Extension,VO:0015069,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,0.01 MG/ML
VO:0017882,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.05 MG,vaccine,add,RxNorm Extension,VO:0015069,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017883,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG,vaccine,add,RxNorm Extension,VO:0015070,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017884,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG/ML,vaccine,add,RxNorm Extension,VO:0015070,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine,0.004 MG/ML
VO:0017885,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.005 MG,vaccine,add,RxNorm Extension,VO:0015070,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017886,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.05 MG,vaccine,add,RxNorm Extension,VO:0015070,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017887,COVID-19 vaccine Injectable Solution,vaccine,add,RxNorm Extension,VO:0004908,COVID-19 vaccine,,,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,authorized vaccine role,COVID-19,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017888,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe,vaccine,add,RxNorm Extension,VO:0003408,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine,('Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine') and ('has drug dose form' some 'prefilled syringe'),,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,haemophilus meningitis,Haemophilus influenzae serotype b,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017889,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide Injectable Solution",vaccine,add,RxNorm Extension,VO:0017811,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide","('influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide') and ('has drug dose form' some 'injectable solution')",,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis|influenza,Neisseria meningitidis|Influenza B virus,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017890,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide Injection",vaccine,add,RxNorm Extension,VO:0017811,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide","('influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide') and ('has drug dose form' some 'injection form')",,injection form,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis|influenza,Neisseria meningitidis|Influenza B virus,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017891,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Intramuscular Solution,vaccine,add,RxNorm Extension,VO:0017812,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,('meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y') and ('has drug dose form' some 'intramuscular solution'),,intramuscular solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017892,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Prefilled Syringe,vaccine,add,RxNorm Extension,VO:0017812,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,('meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y') and ('has drug dose form' some 'prefilled syringe'),,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017893,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injection,vaccine,add,RxNorm Extension,VO:0017813,"Meningococcal Polysaccharide Vaccine, Groups A & C","('Meningococcal Polysaccharide Vaccine, Groups A & C') and ('has drug dose form' some 'injection form')",,injection form,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017894,meningococcal group B vaccine Injectable Solution,vaccine,add,RxNorm Extension,VO:0003347,meningococcal group B vaccine,('meningococcal group B vaccine') and ('has drug dose form' some 'injectable solution'),,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017895,meningococcal group B vaccine Injectable Suspension,vaccine,add,RxNorm Extension,VO:0003347,meningococcal group B vaccine,('meningococcal group B vaccine') and ('has drug dose form' some 'injectable suspension'),,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017896,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine Injectable Suspension,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017897,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine Injection,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,injection form,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017898,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension,vaccine,add,RxNorm Extension,VO:0015067,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017899,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension,vaccine,add,RxNorm Extension,VO:0004837,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,('Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine') and ('has drug dose form' some 'injectable suspension'),,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017900,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injection,vaccine,add,RxNorm Extension,VO:0004837,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,('Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine') and ('has drug dose form' some 'injection form'),,injection form,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017901,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.02 MG/ML Prefilled Syringe [ActHIB],vaccine,add,RxNorm Extension,VO:0017831,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe [ActHIB],,ActHIB,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,haemophilus meningitis|meningococcal meningitis,Neisseria meningitidis|Haemophilus influenzae serotype b,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine,0.02 MG/ML
VO:0017902,meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Bexsero],vaccine,add,RxNorm Extension,VO:0017929,meningococcal group B vaccine 0.3 MG/ML Injectable Suspension,('meningococcal group B vaccine 0.3 MG/ML Injectable Suspension') and ('has drug brand name' value 'Bexsero'),Bexsero,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,meningococcal group B vaccine,0.3 MG/ML
VO:0017903,meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Boostrix],vaccine,add,RxNorm Extension,VO:0017929,meningococcal group B vaccine 0.3 MG/ML Injectable Suspension,('meningococcal group B vaccine 0.3 MG/ML Injectable Suspension') and ('has drug brand name' value 'Boostrix'),Boostrix,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,meningococcal group B vaccine,0.3 MG/ML
VO:0017904,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Meningitec],vaccine,add,RxNorm Extension,VO:0017847,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension [Meningitec],,Meningitec,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,diphtheria|meningococcal meningitis,Neisseria meningitidis|Corynebacterium diphtheriae,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,0.02 MG/ML
VO:0017905,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Menjugate],vaccine,add,RxNorm Extension,VO:0017848,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension [Menjugate],,Menjugate,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,diphtheria|meningococcal meningitis,Neisseria meningitidis|Corynebacterium diphtheriae,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,0.02 MG/ML
VO:0017906,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injection [Meningitec],vaccine,add,RxNorm Extension,VO:0017849,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injection [Meningitec],,Meningitec,injection form,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,diphtheria|meningococcal meningitis,Neisseria meningitidis|Corynebacterium diphtheriae,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,0.02 MG/ML
VO:0017907,"diphtheria toxoid vaccine, inactivated / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension [Meningitec]",vaccine,add,RxNorm Extension,VO:0017933,"diphtheria toxoid vaccine, inactivated / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension","('diphtheria toxoid vaccine, inactivated / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension') and ('has drug brand name' value 'Meningitec')",Meningitec,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,diphtheria|meningococcal meningitis,Neisseria meningitidis|Corynebacterium diphtheriae,,,,,inactivated vaccine role|conjugate vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,,,
