order,Ontology ID,LABEL,altID,Parent label,Parent,Equivalent Class,Gene names,NCBI GeneID,status of vaccine development,has role,has quality,vaccine component/role,has function,immunizes disease,immunizes recipient,immunizes against pathogen,vaccinated in route,definition,PubMed,other link,VIOLIN ID,VIOLIN Link,GitHub tracker,NCI link,NCT link,Term editors,alternative label,database_cross_reference,term tracker item,xingxian comment
766,VO:0007676,hyperacute-melanoma vaccine,,melanoma vaccine,VO:0000422,,Gene name: Ggta1,14594,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens,,intradermal route,"A cancer vaccine composed of irradiated allogeneic melanoma cell lines (HAM-1, HAM-2 and HAM-3). These cell lines have been transduced with a recombinant Moloney murine leukemia virus (MoMLV)-based retroviral vector expressing the murine alpha(1,3)GT gene, a mouse gene that causes the production of a foreign pattern of protein-sugars on the cell surface. The immune response to the foreign substance could stimulate the immune system to attack the patient's own cancer cells that have similar proteins without this sugar pattern, causing the tumor to remain stable or shrink.",,,6298,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6298,,,NCT: https://clinicaltrials.gov/study/NCT00300612,Hayleigh Kahn|Jie Zheng,,,,
767,VO:0007677,hyperacute-prostate cancer vaccine,,prostate cancer vaccine,VO:0005425,,Gene name: Ggta1,14594,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,prostate cancer,Homo sapiens,,intradermal route,"A cancer vaccine composed of irradiated allogeneic prostate cancer cell lines (HAP-1 and HAP-2) that have been transduced with a recombinant Moloney murine leukemia virus (MoMLV)-based retroviral vector expressing the murine alpha (1,3) GT gene, a mouse gene that causes the production of a foreign pattern of protein-sugars on the cell surface. It is hoped that the immune response to the foreign substance will stimulate the immune system to attack the patient's own cancer cells that have similar proteins without this sugar pattern, causing the tumor to remain stable or shrink.. The expression of the murine alpha (1,3) galactosyltransferase [alpha (1,3) GT] gene results in the cell surface expression of alpha (1,3) galactosyl-epitopes (alpha-gal) on membrane glycoproteins and glycolipids.",,,6299,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6299,,,NCT: https://clinicaltrials.gov/study/NCT00105053,Hayleigh Kahn|Jie Zheng,,,,
768,VO:0007678,IDO peptide vaccine,,melanoma vaccine,VO:0000422,,Gene name: IDO,3620,Clinical trial,peptide vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens,,,"A cancer vaccine derived from the immunomodulatory enzyme indoleamine 2,3-dioxygenase (IDO) with potential immunomodulating and antineoplastic activities. It may activate the immune system to induce an immune response against IDO-expressing tumor cells, which may restore the proliferation and activation of various immune cells including cytotoxic T-lymphocytes (CTLs), natural killer cells (NKs), and dendritic cells (DCs), and may eradicate IDO-expressing tumor cells through a CTL-mediated response. This vaccine, using a small fragment of IDO, can be used in combination with either Ipilimumab or Vemurafenib to treat malignant melanoma that has metastasized. ",,,6368,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6368,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C159498,NCT: https://clinicaltrials.gov/study/NCT02077114,Hayleigh Kahn|Jie Zheng,,,,
769,VO:0007679,IL-2 peptide and GM-CSF-in-adjuvant melanoma vaccine,,melanoma vaccine,VO:0000422,,,,Clinical trial,peptide vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens,,subcutaneous route|intradermal route,"A cancer vaccine compromised of melanoma peptides plus GM-CSF-in-adjuvant. It is combined with low-dose IL-2 therapy, which could significantly enhance the immunologic efficacy.",,,6312,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6312,,,NCT: https://clinicaltrials.gov/study/NCT00928902,Hayleigh Kahn|Jie Zheng,,,,
770,VO:0007680,IL15-DC vaccine,,whole cell cancer vaccine,VO:0007658,,Gene name: IL15,3600,Clinical trial,,,,therapeutic vaccine function,melanoma,Homo sapiens,,subcutaneous route,"A cancer vaccine made with autologous dendritic cells that are manufactured with GM-CSF, IL15 and loaded with melanoma/HIV peptides and KLH; then activated with LPS and CD40 Ligand.IL15 is a T cell growth factor that could have a very important role in cancer immunotherapy. IL15 DCs are particularly efficient at priming functional melanoma specific CD8+ T cells. The use of IL15 in the manufacture of the DC vaccine could result in an improved immunotherapy product for melanoma patients.",,,6300,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6300,,,NCT: https://clinicaltrials.gov/study/NCT01189383,Hayleigh Kahn|Jie Zheng,,,,
771,VO:0007681,intracel KLH vaccine,,cancer vaccine,VO:0000177,,,,Clinical trial,peptide vaccine role,,,,cancer,Homo sapiens,,subcutaneous route,A cancer vaccine that could teach T-cells to detect and kill cancer cells better. Intracel KLH is given without adjuvant subcutaneously and with Tetanus Toxoid 0.5 ml intramuscularly.,,,6302,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6302,,,NCT: https://clinicaltrials.gov/study/NCT00000105,Hayleigh Kahn|Jie Zheng,,,,
772,VO:0007682,KLH and tumor lysate pulsed DC vaccine,,whole cell cancer vaccine,VO:0007658,,,,Clinical trial,,,,therapeutic vaccine function,cancer,Homo sapiens,,intradermal route,A cancer vaccine made with dendritic cells pulsed with KLH and tumor lysate for patients with neuroblastoma.,,,6303,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6303,,,NCT: https://clinicaltrials.gov/study/NCT02745756,Hayleigh Kahn|Jie Zheng,,,,
773,VO:0007683,KLH-id vaccine,,cancer vaccine,VO:0000177,,,,Clinical trial,subunit vaccine role,,,therapeutic vaccine function,cancer,Homo sapiens,,intramuscular route,A cancer vaccine made of tumor protein taken from a cancer patient's plasma (liquid part of the blood) and KLH (a protein designed to increase the immune response of the vaccine).,,,6259,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6259,,,NCT: https://clinicaltrials.gov/study/NCT01174082,Hayleigh Kahn|Jie Zheng,,,,
774,VO:0007684,KLH-pulsed autologous dendritic cell vaccine,,whole cell cancer vaccine,VO:0007658,,,,Clinical trial,,,,therapeutic vaccine function,cancer,Homo sapiens,,intratumoral route,"A cancer vaccine made with autologous dendritic cells  pulsed with KLH for this vaccination, combined with radiation or a gene therapy agent, TNFerade. TNFerade or radiation serves to generate cell death stimulating the immune response. The dendritic cell vaccine may direct a distant and lasting effective anti-tumor immune response to achieve a local and systemic clinical benefit.",,,6304,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6304,,,NCT: https://clinicaltrials.gov/study/NCT00868114,Hayleigh Kahn|Jie Zheng,,,,
775,VO:0007685,KRAS-targeted mRNA vaccine,,cancer vaccine,VO:0000177,,Gene name: KRAS,3845,Clinical trial,RNA vaccine role,,,therapeutic vaccine function,cancer,Homo sapiens,,intramuscular route,"A cancer vaccine used alone or in combination with PD-1 inhibitor in patients with advanced solid tumors with KRAS mutation (G12C, G12D, or G12V) and HLA type HLA-A11:01 or HLA C08:02. The vaccine is a lipid nanoparticle (LNP)-formulated mRNA-based cancer vaccine that targets the most commonly occurring KRAS mutations (G12D, G12V, and G12C). The mRNA-derived KRAS-targeted vaccine V941 (mRNA-5671) is taken up and translated by antigen presenting cells (APCs). Following translation, the epitopes are presented via major histocompatibility complex (MHC) molecules on the surface of the APCs. This leads to an induction of both cytotoxic T-lymphocyte (CTL)- and memory T-cell-dependent immune responses that specifically target and destroy tumor cells harboring these specific KRAS mutations.",,,6348,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6348,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162186,NCT: https://clinicaltrials.gov/study/NCT05202561,Hayleigh Kahn|Jie Zheng,,,,
776,VO:0007686,LMP2A-loaded conventional DC vaccine,,whole cell cancer vaccine,VO:0007658,,Gene name: EBV|Gene name: LMP2,10376|5698,Clinical trial,,,,therapeutic vaccine function,lymphoma,Homo sapiens,,intravenous route,"A cancer vaccine made with Epstein Barr Virus (EBV)-derived tumor antigen, Latent Membrane Protein-2 (LMP2)-loaded dendritic cell (DC) vaccines are administered alone or co-administered with the TLR9 ligand, DUK-CPG-001, in patients with EBV+ lymphoma in the setting of autologous stem cell transplant with infusion of mature T cells. It may induce EBV derived tumor antigen specific CD8+ T cell response in patients with EBV+ lymphoma in the setting of autologous stem cell transplant.",,,6305,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6305,,,NCT: https://clinicaltrials.gov/study/NCT02115126,Hayleigh Kahn|Jie Zheng,,,,
777,VO:0007687,"MAGE-A1, Her-2/neu, FBP peptides ovarian cancer vaccine",,ovarian cancer vaccine,VO:0005493,,Gene name: MAGE-A1|Gene name: HER2-neu|Gene name: FBP,4100|2064|2348,Clinical trial,peptide vaccine role,,,therapeutic vaccine function,ovarian cancer,Homo sapiens,,subcutaneous route,"A cancer vaccine comprised of multiple peptides derived from MAGE-1A, Her-2/neu, and folate binding protein (FBP), with potential immunostimulating and antineoplastic properties. The MAGE-A1, Her-2/neu, FBP peptides cancer vaccine includes the peptides MAGE-A1:161-169, FBP:191-199, Her-2/neu:369-377, MAGE-A1:96-104, and Her-2/neu:754-762. Vaccination with this cancer vaccine may activate the immune system to mount a cytotoxic T-cell (CTL) response against tumor cells expressing the corresponding antigens, resulting in tumor cell lysis. The vaccine compromises synthetic ovarian cancer-associated peptides administered with a synthetic tetanus toxoid helper peptide emulsified in Montanide ISA-51 before or after paclitaxel and carboplatin in patients with stage III-IV ovarian epithelial, primary peritoneal cavity, or fallopian tube cancer undergoing optimal cytoreductive surgery. Vaccines made from peptides may help the body build an effective immune response to kill tumor cells. Drugs used in chemotherapy, such as paclitaxel and carboplatin, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Giving chemotherapy before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed. Giving vaccine therapy and chemotherapy after surgery may kill any tumor cells that remain after surgery.",,,6306,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6306,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C62775,NCT: https://clinicaltrials.gov/study/NCT00373217,Hayleigh Kahn|Jie Zheng,,,,
778,VO:0007688,"MART-1, tyrosinase and MAGE-A6 autologous DC vaccine",,whole cell cancer vaccine,VO:0007658,,Gene name: MART-1|Gene name: tyrosinase|Gene name: MAGE-A6,2315|7299|4105,Clinical trial,,,,therapeutic vaccine function,melanoma,Homo sapiens,,intradermal route,"A cancer vaccine made with autologous dendritic cells (DC) are transduced with the MART-1, tyrosinase and MAGE-A6 (melanoma associated antigens, MAA) genes for melanoma patients. Some patients also receive interferon-alfa 2b (IFN) intravenously.",,,6280,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6280,,,NCT: https://clinicaltrials.gov/study/NCT01622933,Hayleigh Kahn|Jie Zheng,,,,
779,VO:0007689,mature dendritic cell melanoma vaccine,,whole cell cancer vaccine,VO:0007658,,,,Clinical trial,,,,therapeutic vaccine function,melanoma,Homo sapiens,,,A cancer vaccine that may elicit a cytotoxic T-cell (CTL) response against cancer cells. Autologous dendritic cells are pulsed with melanoma tumor-specific peptides. The mature dendritic cell (mDC3/8) vaccine (primer and booster) in patients with stage III and stage IV melanoma is followed by treatment with pembrolizumab (anti-PD-1 therapy). Using dendritic cells (a kind of white blood cell) as a vaccine could stimulate your own immune system to react to your melanoma cells.,,,6307,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6307,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162250,NCT: https://clinicaltrials.gov/study/NCT03092453,Hayleigh Kahn|Jie Zheng,,,,
780,VO:0007690,MDX-1379 (gp100) melanoma peptide vaccine,,melanoma vaccine,VO:0000422,,Gene name: gp100,6490,Clinical trial,peptide vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens,,subcutaneous route,"A cancer vaccine made up of two peptides that are pieces of a bigger melanoma protein (gp100). These peptides bind to HLA-A2 which is then recognized by T cells. It could be given in combination with MDX-010 (ipilimumab, BMS-734016). MDX-010 (anti-CTLA4) antibodies are designed to keep the immune system running by blocking CTLA-4 from down-regulating T cell activation.",,,6309,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6309,,,NCT: https://clinicaltrials.gov/study/NCT00094653,Hayleigh Kahn|Jie Zheng,,,,
781,VO:0007691,MDX-CTLA4 antibody/tyrosinase/gp100/MART-1 melanoma vaccine,,melanoma vaccine,VO:0000422,,Gene name: tyrosinase|Gene name: gp100|Gene name: MART-1,7299|6490|2315,Clinical trial,,,cocktail vaccine role,therapeutic vaccine function,melanoma,Homo sapiens,,intravenous route,"A cancer vaccine composed of CTLA-4 antibody; tyrosinase, gp100, and MART-1 peptides; and incomplete Freund's adjuvant (IFA) with or without interleukin-12 in patients with resected stage III or IV melanoma.",,,6310,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6310,,,NCT: https://clinicaltrials.gov/study/NCT00028431,Hayleigh Kahn|Jie Zheng,,,,
782,VO:0007692,melanoma helper peptide vaccine,,melanoma vaccine,VO:0000422,,,,Clinical trial,peptide vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens,,subcutaneous route|intradermal route,"A cancer vaccine consisting of peptides derived from melanoma-associated antigens and an adjuvant peptide derived from tetanus toxoid. Vaccination with this agent may stimulate a host cytotoxic T-cell response against tumor cells expressing melanoma-associated antigens, resulting in tumor cell lysis. Vaccines made from peptides may make the body build an immune response to kill tumor cells. Vaccines using melanoma peptides from cytotoxic T cells and helper T cells could work in treating patients with metastatic melanoma. This vaccine contains 12 melanoma peptides restricted by Human Leukocyte Antigen (HLA)-A1, -A2, or -A3 and 6 melanoma helper peptides restricted by HLA-DR molecules emulsified with sargramostim (Granulocyte-macrophage colony-stimulating factor, GM-CSF) and Montanide ISA-51 or Montanide ISA-51 VG (ISA-51).",,,6311,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6311,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C38700,NCT: https://clinicaltrials.gov/ct2/show/NCT00071981,Hayleigh Kahn|Jie Zheng,,,,
