ID,LABEL,InSubset,Parent,has part,has role,in taxon,definition,definition source,term editor,alternative label,seeAlso,editor note,comment,comment
VO:0011307,6K,protein,Western equine encephalomyelitis virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 775; NCBI Protein GI: 29611993; NCBITaxon: 11039,,"DNA vaccines encoding different portions of the structural proteins of western equine encephalitis virus were tested for the efficacy of their protection in a 100% lethal mouse model of the virus. The 6K-E1 structural protein encoded by the DNA vaccine conferred complete protection against challenge with the homologous strain and limited protection against challenge with a heterologous strain [PubMed: 19923571].

Note:  The 6K protein is part of the 6K-E1 structural protein",
VO:0011308,Cp23 from Crptosporidium parvum,protein,Cryptosporidium parvum protein,,protective antigen role,,A Cp23 protein that is part of Crptosporidium parvum,,Oliver He|Allen Xiang|Anthony Huffman,,Protegen ID: 776; NCBI Protein GI: 88659549; NCBITaxon: 5807,,"In this study, Cp23 antigen was investigated as a vaccine candidate using the DNA vaccine model in adult interleukin-12 (IL-12) knockout (KO) mice, which are susceptible to C. parvum infection.  Cp23-DNA vaccination induced a 50-60% reduction in oocysts shedding, indicating a partial protection against C. parvum infection in IL-12 KO mice [PubMed: 17487508].",
VO:0011309,CP15/60,protein,Cryptosporidium parvum protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 777; NCBI Nucleotide GI: 170676501; NCBI Protein GI: 170676502; NCBI Protein Accession: ACB30404.1; NCBITaxon: 5807,,Preparturient cows were immunized three times over a six-week period with recombinant plasmid DNA encoding the Cryptosporidium parvum CP15/60 antigen by injecting the DNA in the mammary gland.  Colostrum from these cows contained Ab specific for C. parvum sporozoites and oocysts as indicated by immunofluorescence Ab (IFA) staining.  Mice receiving immune colostrum showed partial protection (about 50% reduction) against intestinal C. parvum development compared to mice receiving control colostrum. This protection was evident at a challenge dose of 10^3 C. parvum oocysts per mouse [PubMed: 10392628].,
VO:0011310,G glycoprotein from Hendra virus,protein,Hendra virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 779; NCBI Gene GI: 1446471; NCBI Protein GI: 29468607; NCBI Protein Accession: NP_047112; NCBITaxon: 63330,,"A subunit vaccine formulation containing only recombinant, soluble, attachment glycoprotein G from HeV (sG(HeV)) and CpG adjuvant was evaluated as a potential NiV vaccine in the cat model.  Upon oronasal challenge with NiV (50,000TCID50), all vaccinated cats were protected from disease although virus was detected on day 21 post-challenge in one animal [PubMed: 18556094].",
VO:0011311,E protein from Dengue virus,protein,Dengue Virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 780; NCBI Protein GI: 202078796; NCBITaxon: 11060,,A recombinant baculovirus encoding a dengue (DEN)-2 virus envelope glycoprotein truncated of 102 amino acids (aa) at its C-terminus (D2EA102) was constructed. Both intracellular and extracellular D2EA102 induced neutralizing antibodies in mice and were thus immunogenic. Sixty eight percent (P < 0.001) of mice vaccinated with 5 gg of extracellular D2EA102 protein were protected against lethal challenge [PubMed: 7826210].,
VO:0011312,NS1 from Dengue virus,protein,Dengue Virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 781; NCBI Protein GI: 288848; NCBITaxon: 11060,,"The protective efficacy and immune responses of mice intramuscularly injected with plasmid encoding DEN-2 non-structural protein 1 (NS1) was evaluated. Intravenously challenged by lethal DEN-2, mice vaccinated with NS1-DNA exhibited a delay onset of paralysis, a marked decrease of morbidity, and a significant enhancement of survival [PubMed: 12922127].",
VO:0011313,G glycoprotein from Nipah virus,protein,Nipah virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 782; NCBI Gene GI: 920955; NCBI Protein GI: 13559814; NCBI Protein Accession: NP_112027; NCBITaxon: 121791,,"Hamsters were immunized subcutaneously with either 107 PFU of VV-NiV.G or VV-NiV.F expressing the G and F glycoproteins, respectively, or with the two combined.  When the VV-NiV.G-vaccinated animals were challenged with Nipah virus 3 months after the last immunization (1,000 PFU/animal intraperitoneally), there was complete protection against mortality [PubMed: 14694115].",
VO:0011314,F fusion protein from Nipah virus,protein,Nipah virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 783; NCBI Nucleotide GI: 8164021; NCBI Protein GI: 8164022; NCBI Protein Accession: AAF73956.1; NCBITaxon: 121791,,"Hamsters were immunized subcutaneously with either 10^7 PFU of VV-NiV.G or VV-NiV.F expressing the G and F glycoproteins, respectively, or with the two combined.  When the VV-NiV.F-vaccinated animals were challenged with Nipah virus 3 months after the last immunization (1,000 PFU/animal intraperitoneally), there was complete protection against mortality [PubMed: 14694115].",
VO:0011315,PrM from Dengue Virus,protein,Dengue Virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 784; NCBI Protein GI: 18308086; NCBITaxon: 11070,,A recombinant vaccinia virus that expressed the pre-M protein of Dengue 4 virus was constructed. Mice immunized with the recombinant virus were protected against subsequent dengue 4 encephalitis challenge [PubMed: 1926792].,
VO:0011316,M protein,protein,Dengue Virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 785; NCBI Protein GI: 73671170; NCBITaxon: 11070,,A recombinant vaccinia virus that expressed the M protein of Dengue 4 virus was constructed. Mice immunized with the recombinant virus were protected against subsequent dengue 4 encephalitis challenge [PubMed: 1926792].,
VO:0011317,SpaP,protein,Rickettsia spp protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 786; NCBI Protein GI: 152498; NCBITaxon: 782,,Guinea pigs immunized with different doses of the SPA appear to be protected against challenge with live organisms as compared with nonimmunized controls [PubMed: 2122457].,
VO:0011318,RVFVsMgp1 M protein,protein,Rift Valley Fever virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 787; NCBI Gene GI: 956559; NCBI Protein GI: 27881464; NCBI Protein Accession: NP_777376; NCBITaxon: 11588,,"The glycoprotein (GP) and nucleocapsid (NC) genes of Rift Valley fever virus (RVFV) were expressed in different expression systems and were evaluated for their ability to protect mice from virulent challenge using a prime-boost regime.  Mice vaccinated with a lumpy skin disease virus-vectored recombinant vaccine (rLSDV-RVFV) expressing the two RVFV glycoproteins (G1 and G2, expressed by the RVFV M Segment) developed neutralising antibodies and were fully protected when challenged, as were those vaccinated with a crude extract of truncated G2 glycoprotein (tG2) [PubMed: 16870311].",
VO:0011319,RVFVsSgp2 N protein,protein,Rift Valley Fever virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 788; NCBI Gene GI: 956562; NCBI Protein GI: 9632367; NCBI Protein Accession: NP_049344; NCBITaxon: 11588,,"Immunisation of mice with cDNA encoding the nucleocapsid protein induced strong humoral and lymphocyte proliferative immune responses.  Even though complete protection was not achieved by genetic immunisation, four out of eight mice vaccinated with cDNA encoding the nucleocapsid protein displayed no clinical signs of infection after challenge. In contrast, all fourteen control animals displayed clinical manifestations of Rift Valley Fever after challenge [PubMed: 19149901].",
VO:0011320,S protein of SARS-CoV,protein,SARS-CoV protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 789; NCBI Gene GI: 1489668; NCBI Protein GI: 29836496; NCBI Protein Accession: NP_828851; NCBITaxon: 694009,,"The receptor-binding domain (RBD) of SARS-CoV spike (S) protein is an important target in developing safe and effective SARS vaccines. A previous study has demonstrated that vaccination with adeno-associated virus encoding RBD (RBD-rAAV) induces high titer of neutralizing antibodies. The immune responses and protective effect of the immunization with RBD-rAAV prime/RBD-specific T cell peptide boost were assessed. Compared with the RBD-rAAV prime/boost vaccination, RBD-rAAV prime/RBD-peptide (RBD-Pep) boost induced similar levels of Th1 and neutralizing antibody responses that protected the vaccinated mice from subsequent SARS-CoV challenge, but stronger Th2 and CTL responses. No significant immune responses and protective effects were detected in mice vaccinated with RBD-Pep or blank AAV alone [PubMed: 18289745].",
VO:0011321,LcrV,protein,Yersinia enterocolitica protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 790; NCBI Gene GI: 1449458; NCBI Protein GI: 32470278; NCBI Protein Accession: NP_863514; NCBITaxon: 630,,"Mice actively immunized using a recombinant V antigen (rVagHis, encoded by lcrV gene) of Y. enterocolitica were completely protected against challenge with both, Y. enterocolitica 0:8 and Y. pseudotuberculosis serotype III [PubMed: 10089162].",
VO:0011322,GEh29,protein,Entamoeba histolytica protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 791; NCBI Nucleotide GI: 399673; NCBI Protein GI: 399674; NCBI Protein Accession: CAA50324.1; NCBITaxon: 5759,,"80% of C3H/HeJ mice immunized with Eh29 administered in combination with a subclinical dose of whole cholera toxin, but not as an Eh29-CTxB fusion, showed no evidence of infection in tissue sections harvested following intracecal challenge with virulent E. histolytica trophozoites. These results suggest that Eh29 is capable of inducing protective anti-amoebic immune responses in mice following oral immunization and could be used in the development of oral vaccines against amoebiasis [PubMed: 20303954].",
VO:0011323,Gal/GalNAc lectin,protein,Entamoeba histolytica protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 792; NCBI Gene GI: 3404842; NCBI Protein GI: 67469085; NCBI Protein Accession: XP_650534; NCBITaxon: 294381,,Study tested if vaccination with the E. histolytica Gal/GalNAc lectin could prevent cecal infection in a C3H mouse model of amebic colitis. Vaccination prevented intestinal infection with efficacies of 84 and 100% in the two native lectin trials and 91 and 34% in the two LecA trials.  Results show for the first time that immunization with the Gal/GalNAc lectin can prevent intestinal amebiasis in mice [PubMed: 14741152].,
VO:0011324,SREHP,protein,Entamoeba histolytica protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 793; NCBI Gene GI: 3402462; NCBI Protein GI: 67463194; NCBI Protein Accession: XP_648254; NCBITaxon: 294381,,"Report describes a recombinant fusion protein containing the serine-rich Entamoeba histolytica protein (SREHP), a protective antigen derived from virulent amebae, and a bacterially derived maltose-binding protein (MBP) from an attenuated strain of Salmonella typhimurium.  Gerbils vaccinated with S typhimurium SREHP-MBP were protected against amebic liver abscess after challenge with E. histolytica, the most common extraintestinal complication of amebiasis [PubMed: 8613356].",
VO:0011325,PEP1,protein,Coccidioides spp. protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 794; NCBI Protein GI: 73915320; NCBITaxon: 199306,,Groups of C57BL/6 mice (20 per group) vaccinated with rPep1 (1 mug per dose) plus adjuvant and challenged with an intranasal inoculum began to die at about 14 to 16 days but then showed significantly greater survival than the control mice [PubMed: 16369008].,
VO:0011326,CEL-170/4,protein,Entamoeba histolytica protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 795; NCBI Protein GI: 401088; NCBITaxon: 5759,,Researcherse tested the ability of the galactose-specific adherence lectin of E. histolytica to elicit a protective immune response in conjunction with Freund's incomplete and complete adjuvants.  Four independent trials demonstrated complete protection from amebic liver abscess formation in 67% of lectin-immunized gerbils.  The gerbil antilectin antibodies were shown by Western immunoblotting to be directed to the heavy subunit (CEL-170/4) but not the light subunit of the lectin [PubMed: 1987067].,
VO:0011327,PLB,protein,Coccidioides spp. protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 796; NCBI Protein GI: 74486661; NCBITaxon: 199306,,C57BL/6 mice immunized with rPlb showed a significant reduction of the fungal burden in their lungs at 90 days postchallenge compared to the control mice at 15 days [PubMed: 16369008].,
VO:0011328,AMN1,protein,Coccidioides spp. protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 797; NCBI Protein GI: 76786276; NCBITaxon: 199306,,C57BL/6 mice immunized with rAMN1 showed a significant reduction of the fungal burden in their lungs at 90 days postchallenge compared to the control mice at 15 days [PubMed: 16369008].,
VO:0011329,ELI-Ag1,protein,Coccidioides spp. protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 798; NCBI Protein GI: 37779128; NCBITaxon: 5501,,ELI-Antigen 1 (ELI-Ag1) was tested for its protective capacity in BALB/c mice against intraperitoneal challenge with 2500 arthroconidia of this dimorphic fungus and was found to be highly protective [PubMed: 14505918].,
