Num	Order	Ontology ID	LABEL	Vaccine Type	Cancer Type	Parent label	Parent	Gene names	NCBI GeneID	status of vaccine development	immunizes host	definition	PubMed (original)	PubMed	other link	VIOLIN ID	VIOLIN Link	GitHub tracker	NCI link	NCT link	Term editors	JZ notes
459	83	VO:0007458	Human Myeloid Progenitor Cells CLT-008 vaccine		Leukemia	leukemia vaccine	VO:0005487			Clinical trial	Homo sapiens	"Early-to late-stage myeloid progenitor cells derived from adult human stem cells with potential hematopoietic activity. Upon infusion, human myeloid progenitor cells CLT-008 proliferate into mature myeloid cells, including granulocytes, macrophages, platelets, and erythrocytes. These myeloid progenitor cells die within forty-five days after a burst of hematopoiesis. This agent cannot create lymphoid cells, including T cells associated with graft-versus-host disease "						https://github.com/vaccineontology/VO/issues/449			Justin Song|Penny Pan|Jie Zheng|Oliver He	
460	110	VO:0007459	Leukemic Apoptotic Corpse-Pulsed Autologous Dendritic Cells Vaccine		Leukemia	leukemia vaccine	VO:0005487			Clinical trial	Homo sapiens	"A cell-based cancer vaccine composed of autologous dendritic cells (DCs) pulsed with corpses of apoptotic leukemic cells, with potential immunostimulatory and antineoplastic activities. Upon vaccination, autologous dendritic cells pulsed with leukemic apoptotic corpse may activate the immune system to mount an anti-tumoral cytotoxic T-lymphocyte (CTL) response against leukemic cells expressing leukemia-associated antigens, which may result in leukemic cell lysis and inhibition of tumor cell growth. Apoptotic tumor cell corpses contain an array of tumor associated antigens"						https://github.com/vaccineontology/VO/issues/476			Justin Song|Penny Pan|Jie Zheng|Oliver He	
461	183	VO:0007460	Multi-peptide CMV-Modified Vaccinia Ankara Vaccine		"Leukemia, Lymphoma"	cancer vaccine	VO:0000177	Gene name: UL83|Gene name: UL123	3077579|3077513									https://github.com/vaccineontology/VO/issues/555			Justin Song|Penny Pan|Jie Zheng|Oliver He	
462	47	VO:0007461	GVAX Lung Cancer Vaccine		lung cancer	lung cancer vacine	VO:0005486	Gene name: GM-CSF	1437	Clinical trial	Homo sapiens	"This is an autologous lung cancer vaccine consisting of patient-specific lung cancer cells genetically modified to secrete granulocyte-macrophage colony stimulating factor (GM-CSF), an immunostimulatory cytokine (NCIT_C1979). GM-CSF modulates the proliferation and differentiation of a variety of hematopoietic progenitor cells with some specificity towards stimulation of leukocyte production and may reverse treatment-induced neutropenias."						https://github.com/vaccineontology/VO/issues/302			Justin Song|Penny Pan|Jie Zheng|Oliver He	
463	118	VO:0007462	Lung metastasis DNA vaccine pCEP4-MUC1 encoding MUC1		lung cancer	lung cancer vacine	VO:0005486	Gene name: MUC1|Gene name: Muc1	4582|17829	Clinical trial	Homo sapiens							https://github.com/vaccineontology/VO/issues/485			Justin Song|Penny Pan|Jie Zheng|Oliver He	
464	56	VO:0007463	HLA-A*2402-Restricted VEGFR1 Peptide Vaccine		"Lung Cancer, Gastric Cancer, Colorectal Cancer, Colon Cancer, Rectal Cancer"	cancer vaccine	VO:0000177	Gene name: KDR	3791	Clinical trial	Homo sapiens	"A peptide vaccine consisting of the amino acids 280 through 288 of the melanoma antigen glycoprotein 100 (gp100) with potential antineoplastic activity. gp100:280-288(288V) peptide has a valine substitution at amino acid position 288 to improve immunogenicity. Vaccination with gp100:280-288(288V) peptide may stimulate the host immune system to mount a cytotoxic T lymphocyte (CTL) response against tumor cells positive for the gp100 antigen, resulting in decreased tumor growth."						https://github.com/vaccineontology/VO/issues/419			Justin Song|Penny Pan|Jie Zheng|Oliver He	
465	57	VO:0007464	HLA-A2402-Restricted VEGFR1/2 Multipeptide Vaccine		"Lung Cancer, Gastric Cancer, Colorectal Cancer, Colon Cancer, Rectal Cancer"	cancer vaccine	VO:0000177	Gene name: KDR	3791	Clinical trial	Homo sapiens	"A cancer vaccine containing two HLA-A*0201-restricted peptide epitopes with potential immunostimulatory and antitumor activities. Peptide epitopes in this vaccine are derived from: vascular endothelial growth factor receptors (VEGFR) 1 and 2. Upon administration, HLA-A*0201-restricted VEGFR1-VEGFR2 multipeptide vaccine may stimulate a cytotoxic T lymphocyte (CTL) response against tumor cells expressing VEGFR 1 and 2 peptides, resulting in tumor cell lysis and decreased tumor growth. HLA-A*0201 is an MHC class I molecule that presents antigenic peptides to CD8+ T cells; epitope design restricted to epitopes that bind most efficiently to HLA-A*0201 may improve antigenic peptide immunogenicity. "						https://github.com/vaccineontology/VO/issues/420			Justin Song|Penny Pan|Jie Zheng|Oliver He	
466	96	VO:0007465	IL-2/Lptn Gene-Modified Allogeneic Neuroblastoma Tumor Cell Vaccine		"Lung Cancer, melanoma"	cancer vaccine	VO:0000177	Gene name: XCL1 	6375	Clinical trial	Homo sapiens	"A cancer vaccine consisting of allogeneic neuroblastoma tumor cells have been genetically modified to secrete the human cytokine interleukin-2 (IL-2) and the human chemokine lymphotactin (Lptn) with potential immunostimulating and antineoplastic activities. Upon administration, IL-2 and Lptn are secreted by the IL-2/Lptn gene-modified allogeneic neuroblastoma tumor cell vaccine, potentially enhancing the cytotoxic T lymphocyte (CTL) response elicited by vaccine neuroblastoma tumor-associated antigens (TAAs) against host neuroblastoma tumor cells. Produced by activated progenitor T cells, Lptn belongs to the C chemokine subfamily and is a potent chemotactic factor for lymphocytes; IL-2 stimulates natural killer (NK) cells and may enhance a vaccine-elicited CTL immune response against tumor cells. "						https://github.com/vaccineontology/VO/issues/462			Justin Song|Penny Pan|Jie Zheng|Oliver He	
467	97	VO:0007466	Immunotherapeutic GSK1572932A		"Lung Cancer, melanoma"	cancer vaccine	VO:0000177	Gene name: MAGEA3 	4102	Clinical trial	Homo sapiens	"An immunotherapeutic containing a proprietary adjuvant system combined with a melanoma-associated antigen peptide MAGE-A3 epitope with potential immunomodulating and antineoplastic activities. Intramuscular administration with GSK1572932A may stimulate the immune system to exert both humoral and cellular immune responses against MAGE-A3-expressing tumor cells. MAGE-A3, a tumor associated antigen (TAA), is overexpressed in a variety of tumor cell types, including non-small cell lung cancer (NSCLC), melanoma, head and neck cancer, and bladder cancer."						https://github.com/vaccineontology/VO/issues/463			Justin Song|Penny Pan|Jie Zheng|Oliver He	
468	46	VO:0007467	GVAX Cancer Vaccine		"Lung Cancer,Prostate Cancer,Pancreatic Cancer,Pancreatic Cancer"	cancer vaccine	VO:0000177	Gene name: CTLA4|Gene name: KLK3	1493|354	Clinical trial	Homo sapiens	"GVAX cancer vaccines are autologous cell vaccines comprised of tumor cells which have been irradiated and genetically modified to secrete granulocyte-macrophage colony stimulating factor (GM-CSF), a hormone which plays a key role in stimulating the body's immune response to vaccines."						https://github.com/vaccineontology/VO/issues/301			Justin Song|Penny Pan|Jie Zheng|Oliver He	
469	104	VO:0007468	Interferon-gamma-expressing Adenovirus Vaccine ASN-002		Lymphoma	lymphoma vaccine	VO:0005427	Gene name: WHcAg	2546420	Clinical trial	Homo sapiens	"A replication-defective adenoviral serotype 5 vector encoding a recombinant form of the human cytokine interferon-gamma (IFN-g), with potential antineoplastic and immunoregulatory activities. Upon intratumoral administration, the sustained expression of IFN-g by IFN-g-expressing adenovirus vaccine ASN-002 promotes a T-helper type 1 (Th1) immune response and inhibits the Th2-mediated cytokine production observed in many cutaneous lymphomas. IFN-g also mediates interleukin-12 (IL-12) production by antigen-presenting cells (APCs); activates macrophages, cytotoxic T-cells, and natural killer (NK) cells; upregulates major histocompatibility complex (MHC) molecules; and stimulates antibody-dependent cellular cytotoxicity (ADCC). Altogether, these IFN-g-mediated effects may result in both an inhibition of tumor cell proliferation and tumor cell death. Compared to IFN-g injections, the prolonged local production of IFN-g at the tumor site allows for higher efficacy and a reduction of systemic toxicity"						https://github.com/vaccineontology/VO/issues/470			Justin Song|Penny Pan|Jie Zheng|Oliver He	
470	105	VO:0007469	Interleukin-2 Anti-Idiotype Vaccine		Lymphoma	lymphoma vaccine	VO:0005427	Gene name: gp72	5176180	Clinical trial	Homo sapiens	"A vaccine based on anti-idiotype (Id) monoclonal antibodies combined with interleukin-2 (IL-2). Anti-Id vaccines have been shown to be effective in treatment of B-cell lymphoma in animal models and in clinical trials, resulting in tumor regression; the addition of interleukin-2 (IL-2) may augment the therapeutic effect of anti-Id vaccines. "						https://github.com/vaccineontology/VO/issues/471			Justin Song|Penny Pan|Jie Zheng|Oliver He	
471	108	VO:0007470	KLH-Lymphoma Ig Vaccine		Lymphoma	lymphoma vaccine	VO:0005427			Clinical trial	Homo sapiens	"A chimeric lymphoma vaccine generated by combining the recipient's Ig idiotype (Id) protein with keyhole limpet hemocyanin (KLH), an immune stimulant, with potential antineoplastic activity. Vaccination with KLH-Lymphoma Ig Vaccine may stimulate the host immune system to mount a cytotoxic T lymphocyte (CTL) response against lymphoma cells, resulting in decreased tumor growth."						https://github.com/vaccineontology/VO/issues/474			Justin Song|Penny Pan|Jie Zheng|Oliver He	
472	120	VO:0007471	Lymphoma DNA vaccine V_V_V_-FrC		lymphoma	lymphoma vaccine	VO:0005427	Gene name: Fragment C from tetanus toxin	8132375	Clinical trial	Homo sapiens							https://github.com/vaccineontology/VO/issues/487			Justin Song|Penny Pan|Jie Zheng|Oliver He	
473	101	VO:0007472	Indium In 111-Labeled Autologous Peripheral Blood Mononuclear Cells Vaccine		LymphomaSmall Intestine Cancer	cancer vaccine	VO:0000177	Gene name: CEACAM5	1048	Clinical trial	Homo sapiens	"A preparation of autologous peripheral blood mononuclear cells (PBMCs) radiolabeled with indium In 111 with radioisotopic activity. Autologous PBMCs are isolated, expanded ex vivo, radiolabeled with indium In 111, and then infused back into the patient. Gamma scintigraphy may then be used to image gamma ray-emitting indium In 111 PBMCs localized in lymphoma tissue."						https://github.com/vaccineontology/VO/issues/467			Justin Song|Penny Pan|Jie Zheng|Oliver He	
474	102	VO:0007473	Indium In 111-Labeled Autologous Polymorphonuclear Leukocytes Vaccine		LymphomaSmall Intestine Cancer	cancer vaccine	VO:0000177			Clinical trial	Homo sapiens	"A preparation of autologous peripheral polymorphonuclear (PMNLs) radiolabeled with indium In 111 with radioisotopic activity. Autologous PMNLs are isolated, expanded ex vivo, radiolabeled with indium In 111, and then infused back into the patient. Gamma scintigraphy may then be used to image gamma ray-emitting indium In 111 PMNLs localized in lymphoma tissue."						https://github.com/vaccineontology/VO/issues/468			Justin Song|Penny Pan|Jie Zheng|Oliver He	
475	8	VO:0007474	ESO-1 Reactive Autologous Peripheral Blood Lymphocyte vaccine		Malignant Neoplasm	cancer vaccine	VO:0000177	Gene name: NY-ESO-1	"	1485"	Clinical trial	Homo sapiens	"Human peripheral blood lymphocytes (PBL) isolated from a patient, exposed to the tumor-associated protein ESO-1 in vitro, and then transferred back to the same patient to target tumor cells expressing ESO-1. ESO-1 is a human self-antigen expressed by melanomas. The ESO-1 gene encodes several MHC class I- and MHC class II-restricted epitopes that may activate cytotoxic T-cell-mediated tumor destruction"	https://pubmed.ncbi.nlm.nih.gov/?term=ESO-1+Reactive+Autologous+Peripheral+Blood+Lymphocyte		https://pubmed.ncbi.nlm.nih.gov/?term=ESO-1+Reactive+Autologous+Peripheral+Blood+Lymphocyte			https://github.com/vaccineontology/VO/issues/67			Justin Song|Penny Pan|Jie Zheng|Oliver He	
476	14	VO:0007475	Fowlpox Virus Vaccine Vector		Melanoma	melanoma vaccine	VO:0000422	Gene name: CEACAM5|Gene name: MUC1 	"1048|	4582"	Clinical trial	Homo sapiens	A recombinant fowlpox virus-based vaccine vector designed to express various tumor-associated peptide antigens. Strong CD8 cytotoxic T cell responses may be induced after prolonged immunization with fowlpox virus vaccines and have been associated with tumor regression. Fowlpox virus is an attractive vector because its genome is easy to manipulate and it does not multiply in human tissues.						https://github.com/vaccineontology/VO/issues/130			Justin Song|Penny Pan|Jie Zheng|Oliver He	
477	19	VO:0007476	Gag:267-274 Peptide Vaccine		Melanoma	melanoma vaccine	VO:0000422	Gene name: MLANA	2315	Clinical trial	Homo sapiens	"A cancer vaccine containing of a synthetic form of the renal cell carcinoma (RCC)-associated antigen G250 with potential antineoplastic activity. Vaccination with G250 peptide vaccine may stimulate the host immune system to mount a cytotoxic T lymphocyte (CTL) response against tumor cells positive for the G250 antigen, resulting in decreased tumor growth. Found in the majority of renal cell carcinomas, G250 is a cell surface tumor-associated antigen (TAA) that contains an HLA-A2.1-restricted epitope that is recognized by CTLs."						https://github.com/vaccineontology/VO/issues/135			Justin Song|Penny Pan|Jie Zheng|Oliver He	
478	20	VO:0007477	GITRL RNA-transfected Autologous Dendritic Cell Vaccine		Melanoma	melanoma vaccine	VO:0000422	Gene name: CTLA4	1493	Clinical trial	Homo sapiens	"An autologous dendritic cell (DC) cancer vaccine with potential immunostimulatory activity. Anti-CTLA4 MoAb RNA/GITRL RNA-transfected DC vaccine is prepared by transfecting DCs with RNAs encoding humanized heavy and light chains of the anti-CTLA4 (cytotoxic T-Lymphocyte-Associated Antigen 4) monoclonal antibody and tumor necrosis factor (ligand) superfamily, member 18 (TNFSF18 or GlTRL); expression of anti-CTLA4 blocks the inhibitory effect of CTLA4 on the activation of T-lymphocytes, while expression of GlTRL modulates T lymphocyte survival in peripheral tissues. Co-vaccination of this vaccine with melanoma antigen specific vaccine may eliminate the adverse effects associated with systemic administration of immune modulators, while also enhancing vaccine-induced immune responses."						https://github.com/vaccineontology/VO/issues/136			Justin Song|Penny Pan|Jie Zheng|Oliver He	
