ID,LABEL in VO,RxNorm OMOP extension ID,RxNorm Preferred Name
VO:0018174,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 700 PFU/ML [Priorix]",OMOP707923,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 700 PFU/ML [Priorix]"
VO:0018175,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 700 PFU/ML Injectable Solution",OMOP707924,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 700 PFU/ML Injectable Solution"
VO:0018178,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 700 PFU/ML Injectable Solution Box of 100",OMOP707926,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 700 PFU/ML Injectable Solution Box of 100"
VO:0018176,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 700 PFU/ML Injectable Solution [Priorix]",OMOP707927,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 700 PFU/ML Injectable Solution [Priorix]"
VO:0018177,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 700 PFU/ML Injectable Solution [Priorix] Box of 100",OMOP707928,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 700 PFU/ML Injectable Solution [Priorix] Box of 100"
VO:0018164,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML",OMOP707929,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML"
VO:0018165,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML [Priorix]",OMOP707930,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML [Priorix]"
VO:0018166,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML Injectable Solution",OMOP707931,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML Injectable Solution"
VO:0018170,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML Injectable Solution Box of 10",OMOP707932,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML Injectable Solution Box of 10"
VO:0018171,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML Injectable Solution Box of 20",OMOP707933,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML Injectable Solution Box of 20"
VO:0018167,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML Injectable Solution [Priorix]",OMOP707934,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML Injectable Solution [Priorix]"
VO:0018168,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML Injectable Solution [Priorix] Box of 10",OMOP707935,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML Injectable Solution [Priorix] Box of 10"
VO:0018169,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML Injectable Solution [Priorix] Box of 20",OMOP707938,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 TCID/ML Injectable Solution [Priorix] Box of 20"
VO:0020700,"BCG, Live, Connaught Strain 1.62 MG/ML",OMOP709363,"BCG, Live, Connaught Strain 1.62 MG/ML"
VO:0020701,"BCG, Live, Connaught Strain 1.62 MG/ML [ImmuCyst]",OMOP709364,"BCG, Live, Connaught Strain 1.62 MG/ML [ImmuCyst]"
VO:0020702,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution",OMOP709365,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution"
VO:0020707,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution Box of 3",OMOP709366,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution Box of 3"
VO:0020708,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution Box of 5",OMOP709367,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution Box of 5"
VO:0020709,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution Box of 6",OMOP709368,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution Box of 6"
VO:0020703,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution [ImmuCyst]",OMOP709369,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution [ImmuCyst]"
VO:0020704,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution [ImmuCyst] Box of 3",OMOP709370,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution [ImmuCyst] Box of 3"
VO:0020705,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution [ImmuCyst] Box of 5",OMOP709371,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution [ImmuCyst] Box of 5"
VO:0020706,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution [ImmuCyst] Box of 6",OMOP709372,"BCG, Live, Connaught Strain 1.62 MG/ML Injectable Solution [ImmuCyst] Box of 6"
VO:0020807,"BCG, Live, Tice Strain Injectable Suspension [OncoTICE]",OMOP709374,"BCG, Live, Tice Strain Injectable Suspension [OncoTICE]"
VO:0020794,"BCG, Live, Tice Strain 800000000 CELLS",OMOP709375,"BCG, Live, Tice Strain 800000000 CELLS"
VO:0020795,"BCG, Live, Tice Strain 800000000 CELLS [OncoTICE]",OMOP709376,"BCG, Live, Tice Strain 800000000 CELLS [OncoTICE]"
VO:0020796,"BCG, Live, Tice Strain 800000000 CELLS Injectable Suspension",OMOP709377,"BCG, Live, Tice Strain 800000000 CELLS Injectable Suspension"
VO:0020797,"BCG, Live, Tice Strain 800000000 CELLS Injectable Suspension [OncoTICE]",OMOP709378,"BCG, Live, Tice Strain 800000000 CELLS Injectable Suspension [OncoTICE]"
VO:0020798,"BCG, Live, Tice Strain 800000000 CELLS Injectable Suspension [OncoTICE] by Organon",OMOP709379,"BCG, Live, Tice Strain 800000000 CELLS Injectable Suspension [OncoTICE] by Organon"
VO:0018014,poliomyelitis virus type 1 brunhilde 80 UNT/ML,OMOP709436,poliomyelitis virus type 1 brunhilde 80 UNT/ML
VO:0016690,"diphtheria toxoid vaccine, inactivated Injectable Suspension [Tetravac]",OMOP709485,"diphtheria toxoid vaccine, inactivated Injectable Suspension [Tetravac]"
VO:0016685,"diphtheria toxoid vaccine, inactivated Injectable Suspension [Pediacel]",OMOP709488,"diphtheria toxoid vaccine, inactivated Injectable Suspension [Pediacel]"
VO:0016681,"diphtheria toxoid vaccine, inactivated Injectable Suspension [Covaxis]",OMOP709489,"diphtheria toxoid vaccine, inactivated Injectable Suspension [Covaxis]"
VO:0016687,"diphtheria toxoid vaccine, inactivated Injectable Suspension [Revaxis]",OMOP709490,"diphtheria toxoid vaccine, inactivated Injectable Suspension [Revaxis]"
VO:0016698,"diphtheria toxoid vaccine, inactivated 20 UNT",OMOP709491,"diphtheria toxoid vaccine, inactivated 20 UNT"
VO:0016679,"diphtheria toxoid vaccine, inactivated 60 UNT/ML [Pediacel]",OMOP709492,"diphtheria toxoid vaccine, inactivated 60 UNT/ML [Pediacel]"
VO:0016777,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 10",OMOP709493,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 10"
VO:0016778,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 20",OMOP709494,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 20"
VO:0016716,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Pediacel]",OMOP709495,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Pediacel]"
VO:0016755,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Pediacel] Box of 10",OMOP709496,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Pediacel] Box of 10"
VO:0016756,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Pediacel] Box of 20",OMOP709497,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Pediacel] Box of 20"
VO:0016671,"diphtheria toxoid vaccine, inactivated 4 UNT/ML [Covaxis]",OMOP709499,"diphtheria toxoid vaccine, inactivated 4 UNT/ML [Covaxis]"
VO:0016674,"diphtheria toxoid vaccine, inactivated 4 UNT/ML [Revaxis]",OMOP709500,"diphtheria toxoid vaccine, inactivated 4 UNT/ML [Revaxis]"
VO:0016673,"diphtheria toxoid vaccine, inactivated 4 UNT/ML [Repevax]",OMOP709501,"diphtheria toxoid vaccine, inactivated 4 UNT/ML [Repevax]"
VO:0016772,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 5",OMOP709503,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 5"
VO:0016708,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Covaxis]",OMOP709508,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Covaxis]"
VO:0016740,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Covaxis] Box of 10",OMOP709509,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Covaxis] Box of 10"
VO:0016711,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis]",OMOP709510,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis]"
VO:0016745,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] Box of 10",OMOP709512,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] Box of 10"
VO:0016746,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] Box of 20",OMOP709513,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] Box of 20"
VO:0016742,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 10",OMOP709514,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 10"
VO:0016743,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 20",OMOP709515,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 20"
VO:0016677,"diphtheria toxoid vaccine, inactivated 60 LFU/ML [Tetravac]",OMOP709516,"diphtheria toxoid vaccine, inactivated 60 LFU/ML [Tetravac]"
VO:0016720,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension",OMOP709517,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension"
VO:0016774,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 10",OMOP709518,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 10"
VO:0016775,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 25",OMOP709519,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 25"
VO:0016776,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 50",OMOP709521,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 50"
VO:0016714,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac]",OMOP709522,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac]"
VO:0016751,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] Box of 10",OMOP709523,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] Box of 10"
VO:0016752,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] Box of 25",OMOP709524,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] Box of 25"
VO:0016753,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] Box of 50",OMOP709525,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] Box of 50"
VO:0017664,"tetanus toxoid vaccine, inactivated Injectable Suspension [Tetravac]",OMOP709526,"tetanus toxoid vaccine, inactivated Injectable Suspension [Tetravac]"
VO:0017655,"tetanus toxoid vaccine, inactivated Injectable Suspension [Pediacel]",OMOP709528,"tetanus toxoid vaccine, inactivated Injectable Suspension [Pediacel]"
VO:0017653,"tetanus toxoid vaccine, inactivated Injectable Suspension [Covaxis]",OMOP709529,"tetanus toxoid vaccine, inactivated Injectable Suspension [Covaxis]"
VO:0017657,"tetanus toxoid vaccine, inactivated Injectable Suspension [Revaxis]",OMOP709532,"tetanus toxoid vaccine, inactivated Injectable Suspension [Revaxis]"
VO:0017656,"tetanus toxoid vaccine, inactivated Injectable Suspension [Repevax]",OMOP709533,"tetanus toxoid vaccine, inactivated Injectable Suspension [Repevax]"
VO:0017660,"tetanus toxoid vaccine, inactivated Injectable Suspension [Tetamun]",OMOP709534,"tetanus toxoid vaccine, inactivated Injectable Suspension [Tetamun]"
VO:0017520,"tetanus toxoid vaccine, inactivated 20 LFU/ML [Tetravac]",OMOP709535,"tetanus toxoid vaccine, inactivated 20 LFU/ML [Tetravac]"
VO:0017521,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension",OMOP709536,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension"
VO:0017526,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension Box of 10",OMOP709537,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension Box of 10"
VO:0017527,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension Box of 25",OMOP709538,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension Box of 25"
VO:0017528,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension Box of 50",OMOP709539,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension Box of 50"
VO:0017522,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac]",OMOP709540,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac]"
VO:0017523,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 10",OMOP709542,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 10"
VO:0017524,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 25",OMOP709543,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 25"
VO:0017525,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 50",OMOP709544,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 50"
VO:0017590,"tetanus toxoid vaccine, inactivated 80 UNT/ML [Pediacel]",OMOP709545,"tetanus toxoid vaccine, inactivated 80 UNT/ML [Pediacel]"
VO:0017626,"tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension Box of 10",OMOP709546,"tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension Box of 10"
VO:0017628,"tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension Box of 20",OMOP709547,"tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension Box of 20"
VO:0017613,"tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Pediacel]",OMOP709548,"tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Pediacel]"
VO:0017614,"tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Pediacel] Box of 10",OMOP709549,"tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Pediacel] Box of 10"
VO:0017615,"tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Pediacel] Box of 20",OMOP709550,"tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Pediacel] Box of 20"
VO:0017550,"tetanus toxoid vaccine, inactivated 40 UNT/ML [Covaxis]",OMOP709553,"tetanus toxoid vaccine, inactivated 40 UNT/ML [Covaxis]"
VO:0017552,"tetanus toxoid vaccine, inactivated 40 UNT/ML [Revaxis]",OMOP709554,"tetanus toxoid vaccine, inactivated 40 UNT/ML [Revaxis]"
VO:0017578,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension Box of 20",OMOP709556,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension Box of 20"
VO:0017561,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Covaxis]",OMOP709561,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Covaxis]"
VO:0017562,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Covaxis] Box of 10",OMOP709562,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Covaxis] Box of 10"
VO:0017567,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Revaxis]",OMOP709563,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Revaxis]"
VO:0017568,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Revaxis] Box of 10",OMOP709564,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Revaxis] Box of 10"
VO:0017569,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Revaxis] Box of 20",OMOP709565,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Revaxis] Box of 20"
VO:0017563,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Repevax]",OMOP709567,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Repevax]"
VO:0017564,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Repevax] Box of 10",OMOP709568,"tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Repevax] Box of 10"
VO:0017544,"tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension",OMOP709571,"tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension"
VO:0017547,"tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 10",OMOP709572,"tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 10"
VO:0017545,"tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Tetamun]",OMOP709573,"tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Tetamun]"
VO:0017546,"tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Tetamun] Box of 10",OMOP709574,"tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Tetamun] Box of 10"
VO:0018027,"poliovirus vaccine inactivated, type 1 (Mahoney) 2000000 CELLS/ML",OMOP709689,"poliovirus vaccine inactivated, type 1 (Mahoney) 2000000 CELLS/ML"
VO:0018023,"poliovirus vaccine inactivated, type 1 (Mahoney) 1000000 CELLS",OMOP709700,"poliovirus vaccine inactivated, type 1 (Mahoney) 1000000 CELLS"
VO:0018028,"poliovirus vaccine inactivated, type 1 (Mahoney) 2000000 CELLS/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 200000 CELLS/ML / poliovirus vaccine inactivated, type 3 (Saukett) 600000 CELLS/ML [Polio Sabin-S]",OMOP709705,"poliovirus vaccine inactivated, type 1 (Mahoney) 2000000 CELLS/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 200000 CELLS/ML / poliovirus vaccine inactivated, type 3 (Saukett) 600000 CELLS/ML [Polio Sabin-S]"
VO:0018029,"poliovirus vaccine inactivated, type 1 (Mahoney) 2000000 CELLS/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 200000 CELLS/ML / poliovirus vaccine inactivated, type 3 (Saukett) 600000 CELLS/ML Injectable Suspension",OMOP709706,"poliovirus vaccine inactivated, type 1 (Mahoney) 2000000 CELLS/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 200000 CELLS/ML / poliovirus vaccine inactivated, type 3 (Saukett) 600000 CELLS/ML Injectable Suspension"
VO:0018030,"poliovirus vaccine inactivated, type 1 (Mahoney) 2000000 CELLS/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 200000 CELLS/ML / poliovirus vaccine inactivated, type 3 (Saukett) 600000 CELLS/ML Injectable Suspension [Polio Sabin-S]",OMOP709707,"poliovirus vaccine inactivated, type 1 (Mahoney) 2000000 CELLS/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 200000 CELLS/ML / poliovirus vaccine inactivated, type 3 (Saukett) 600000 CELLS/ML Injectable Suspension [Polio Sabin-S]"
VO:0018024,"poliovirus vaccine inactivated, type 1 (Mahoney) 1000000 CELLS / poliovirus vaccine inactivated, type 2 (MEF-1) 100000 CELLS / poliovirus vaccine inactivated, type 3 (Saukett) 300000 CELLS [Polio Sabin-Rit Multi]",OMOP709708,"poliovirus vaccine inactivated, type 1 (Mahoney) 1000000 CELLS / poliovirus vaccine inactivated, type 2 (MEF-1) 100000 CELLS / poliovirus vaccine inactivated, type 3 (Saukett) 300000 CELLS [Polio Sabin-Rit Multi]"
VO:0018025,"poliovirus vaccine inactivated, type 1 (Mahoney) 1000000 CELLS / poliovirus vaccine inactivated, type 2 (MEF-1) 100000 CELLS / poliovirus vaccine inactivated, type 3 (Saukett) 300000 CELLS Injectable Suspension",OMOP709709,"poliovirus vaccine inactivated, type 1 (Mahoney) 1000000 CELLS / poliovirus vaccine inactivated, type 2 (MEF-1) 100000 CELLS / poliovirus vaccine inactivated, type 3 (Saukett) 300000 CELLS Injectable Suspension"
VO:0018026,"poliovirus vaccine inactivated, type 1 (Mahoney) 1000000 CELLS / poliovirus vaccine inactivated, type 2 (MEF-1) 100000 CELLS / poliovirus vaccine inactivated, type 3 (Saukett) 300000 CELLS Injectable Suspension [Polio Sabin-Rit Multi]",OMOP709710,"poliovirus vaccine inactivated, type 1 (Mahoney) 1000000 CELLS / poliovirus vaccine inactivated, type 2 (MEF-1) 100000 CELLS / poliovirus vaccine inactivated, type 3 (Saukett) 300000 CELLS Injectable Suspension [Polio Sabin-Rit Multi]"
